Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
10/26/2018	4942	0			1	18	6					0.00					
12/14/2006	4943	24943			3	20	11					0.00					
12/19/2006	4944	24944			1	10						0.00					
2/15/2011	4944	0			3	25	5					0.00					
12/19/2006	4945	24945			6	40						0.00					
12/21/2006	4946	24946				0	5					0.00					
12/21/2006	4947	24947				0	19					0.00					
12/20/2007	4947	0				0	18					0.00					
12/20/2006	4948	24948				0	3			1		0.00					
12/26/2007	4948	0				0	8					0.00					
1/9/2008	4948	0				0	6					0.00					
12/21/2006	4949	24949			1	10						0.00					
1/23/2007	4949	24949			1	10	1					0.00					
3/26/2007	4949	24949			1	10						0.00					
8/30/2007	4949	0			1	10						0.00					
11/12/2007	4949	0			1	10						0.00					
12/18/2007	4949	0			1	10						0.00					
7/31/2008	4949	0			1	10						0.00					
9/18/2008	4949	0			1	10						0.00					
10/27/2008	4949	0			1	10						0.00					
11/17/2008	4949	0			1	10				1		0.00					
12/21/2006	4950	24950				0	11					0.00					
12/20/2006	4951	24951				0				1		0.00					
12/21/2006	4952	24952			2	15	24					0.00					
12/21/2006	4953	24953				0	8					0.00					
12/21/2017	4953	0			4	38	3					0.00					
12/20/2006	4954	24954				0				1		0.00					
12/21/2006	4955	24955				0	4					0.00					
6/12/2008	4955	0				1	10					0.00					
5/23/2012	4955	0			1	15	10					0.00					
5/30/2012	4955	0			1	15	2					0.00					
8/30/2012	4955	0			1	15	5					0.00					
11/20/2012	4955	0			1	15	6					0.00					
12/31/2012	4955	0			1	15	4					0.00					
2/7/2013	4955	0			1	15	5					0.00					
2/28/2013	4955	0				0	5					0.00					
7/17/2013	4955	0				0	3					0.00					
9/3/2013	4955	0			1	15	10					0.00					
10/8/2013	4955	0				0	4					0.00					
11/6/2013	4955	0			7	60	4					0.00					
12/5/2013	4955	0			1	15	4					0.00					
1/7/2014	4955	0			1	15	7					0.00					
3/6/2014	4955	0			1	15	5					0.00					
4/7/2014	4955	0			1	15	6					0.00					
6/3/2014	4955	0			1	15	3					0.00					
7/1/2014	4955	0			1	15	3					0.00					
11/17/2014	4955	0			1	15	4					0.00					
2/24/2015	4955	0			1	15	2					0.00					
4/13/2015	4955	0			1	15	3					0.00					
5/21/2015	4955	0			1	15	8					0.00					
7/14/2015	4955	0			1	15	4					0.00					
8/5/2015	4955	0			1	15	5					0.00					
9/9/2015	4955	0			1	15	7					0.00					
10/1/2015	4955	0			1	15	3					0.00					
11/3/2015	4955	0			1	15	10					0.00					
12/1/2015	4955	0			1	15	3					0.00					
1/4/2016	4955	0			1	15	5					0.00					
2/4/2016	4955	0			1	15	7					0.00					
3/1/2016	4955	0			1	15	1					0.00					
4/12/2016	4955	0			1	15	2					0.00					
5/31/2016	4955	0			1	15	3					0.00					
7/21/2016	4955	0			1	15	4					0.00					
1/25/2017	4955	0			1	15	5					0.00					
3/8/2017	4955	0			1	15	0					0.00					
4/4/2017	4955	0			1	15	3					0.00					
5/10/2017	4955	0			1	15	2					0.00					
6/5/2017	4955	0			1	15	2					0.00					
7/31/2017	4955	0			1	15	4					0.00					
9/12/2017	4955	0			1	18	4					0.00					
10/12/2017	4955	0			1	18	2					0.00					
11/6/2017	4955	0			1	18	4					0.00					
1/9/2018	4955	0			1	18	4					0.00					
2/6/2018	4955	0			1	18	4					0.00					
3/6/2018	4955	0			1	18	3					0.00					
7/13/2018	4955	0			1	18	4					0.00					
2/12/2019	4955	0				0	2					0.00					
12/20/2006	4956	24956				0				1		0.00					
12/22/2006	4957	24957			3	20	24	12		1		0.00					
1/23/2007	4957	24957			3	20	22					0.00					
3/29/2007	4957	24957			3	20						0.00					
7/2/2007	4957	0			3	20						0.00					
7/3/2007	4957	0				0	15					0.00					
9/18/2007	4957	0			3	20	6					0.00					
6/30/2011	4957	0			4	30	20					0.00					
6/12/2013	4957	0			4	30	20					0.00					
9/25/2013	4957	0			4	30	22					0.00					
11/14/2013	4957	0			4	30	22					0.00					
12/12/2013	4957	0			4	30	25					0.00					
1/9/2014	4957	0			4	30	10					0.00					
2/6/2014	4957	0			4	30	24					0.00					
4/24/2014	4957	0			5	45	20					0.00					
3/31/2015	4957	0			3	25	20					0.00					
1/18/2016	4957	0			5	45	17					0.00					
4/5/2016	4957	0			6	50	21					0.00					
9/22/2016	4957	0			4	30	19					0.00					
12/20/2006	4958	24958				0	6			1		0.00					
3/7/2006	4959	24959				0	7					0.00					
12/27/2006	4959	24959				0	3					0.00					
1/29/2007	4959	24959				0	4					0.00					
1/31/2007	4959	24959				0	4					0.00					
2/7/2007	4959	24959				0	8					0.00					
2/28/2007	4959	24959				0	6					0.00					
3/14/2007	4959	24959				0	8					0.00					
3/21/2007	4959	24959				0	1					0.00					
5/30/2007	4959	0				0	3					0.00					
6/2/2008	4959	0			1	10	3					0.00					
8/7/2008	4959	0			1	10	4					0.00					
3/11/2009	4959	0				0	3					0.00					
4/15/2009	4959	0				0	4					0.00					
5/20/2009	4959	0				0	1					0.00					
8/5/2009	4959	0			1	10	2					0.00					
8/26/2009	4959	0				0	6					0.00					
9/2/2009	4959	0				0	1					0.00					
11/16/2009	4959	0			1	10						0.00					
12/30/2009	4959	0			2	15	3					0.00					
2/1/2010	4959	0			2	15	1					0.00					
3/10/2010	4959	0			2	15	4					0.00					
4/20/2010	4959	0			2	15	5					0.00					
6/24/2010	4959	0			1	10						0.00					
8/31/2010	4959	0			1	15	1					0.00					
1/24/2011	4959	0			1	15	4					0.00					
3/8/2011	4959	0			1	15	0					0.00					
12/27/2006	4960	24960				0	6					0.00					
2/5/2007	4960	24960			1	10						0.00					
7/28/2009	4960	0			1	10	7					0.00					
12/27/2006	4961	24961				0	12			2		0.00					
1/23/2007	4961	24961			2	15	11					0.00					
3/6/2007	4961	24961			2	15	5					0.00					
6/7/2007	4961	0				0	14					0.00					
7/24/2007	4961	0			2	15	7					0.00					
12/6/2007	4961	0			2	15	13					0.00					
3/18/2008	4961	0				0	12					0.00					
4/8/2008	4961	0			2	15	21					0.00					
5/1/2008	4961	0			2	15						0.00					
7/15/2008	4961	0			2	15	6					0.00					
10/14/2008	4961	0			2	15	2					0.00					
2/12/2009	4961	0			2	15	12					0.00					
12/27/2006	4962	24962				0				1		0.00					
12/18/2006	4964	24964		Financial Assistance		0						207.49	Duke Energy	Mt. Sylvan UMC			
12/28/2006	4965	24965				0	4					0.00					
7/2/2007	4965	0			1	10						0.00					
12/28/2006	4966	24966				0	10					0.00					
1/9/2007	4966	24966				0	11					0.00					
1/29/2007	4966	24966				0	5					0.00					
3/12/2007	4966	24966			1	10						0.00					
3/13/2007	4966	24966				0	10					0.00					
4/26/2007	4966	0			1	10	9					0.00					
5/31/2007	4966	0			1	10	15					0.00					
12/6/2007	4966	0			1	10						0.00					
2/7/2008	4966	0			1	10	18					0.00					
2/25/2008	4966	0			1	10						0.00					
8/25/2008	4966	0			1	10	18					0.00					
10/7/2008	4966	0			1	10	17					0.00					
6/5/2019	4966	0				0	4					0.00					
6/17/2019	4966	0				0	4					0.00					
6/28/2019	4966	0				0	5					0.00					
12/29/2006	4967	24967			2	15		12				0.00					
12/28/2006	4968	24968				0	8					0.00					
8/21/2007	4968	0			3	20	4					0.00					
12/28/2006	4969	24969				0	5					0.00					
8/17/2018	4969	0			2	19	8					0.00					
12/28/2006	4971	24971			3	20	27	12				0.00					
4/24/2007	4971	0			3	20	6					0.00					
9/6/2007	4971	0			3	2	12					0.00					
12/29/2006	4972	24972			3	20		24				0.00					
1/2/2007	4973	24973				0	4					0.00					
2/20/2007	4973	24973				0	7					0.00					
1/15/2009	4973	0			1	10	13					0.00					
9/8/2009	4973	0				0	2					0.00					
9/23/2009	4973	0			1	10	12					0.00					
10/5/2009	4973	0				0	9					0.00					
10/20/2009	4973	0				0	10					0.00					
11/4/2009	4973	0			1	10	14					0.00					
11/10/2009	4973	0				0	9					0.00					
11/23/2009	4973	0				0	0					0.00					
11/24/2009	4973	0			1	10	9					0.00					
12/8/2009	4973	0			1	10	12					0.00					
12/15/2009	4973	0				0	12					0.00					
2/17/2010	4973	0				0	11					0.00					
3/2/2010	4973	0			1	10	7					0.00					
4/20/2010	4973	0			1	10	10					0.00					
5/18/2010	4973	0			5	30	8					0.00					
6/15/2010	4973	0			3	20	11					0.00					
7/1/2010	4973	0				0	12					0.00					
9/2/2010	4973	0				0	9					0.00					
9/20/2010	4973	0			5	45	10					0.00					
10/21/2010	4973	0			5	45						0.00					
10/25/2010	4973	0				0	20					0.00					
12/14/2010	4973	0			5	45	18					0.00					
1/6/2011	4973	0			1	15	10					0.00					
1/27/2011	4973	0			1	15	12					0.00					
2/28/2011	4973	0			1	15	10					0.00					
3/29/2011	4973	0				0	12					0.00					
4/11/2011	4973	0				0	7					0.00					
4/19/2011	4973	0				0	5					0.00					
5/5/2011	4973	0			4	30	19					0.00					
6/13/2011	4973	0				0	10					0.00					
6/21/2011	4973	0				0	2					0.00					
7/6/2011	4973	0			1	15	10					0.00					
7/26/2011	4973	0				0	10					0.00					
11/14/2011	4973	0			1	15	11					0.00					
1/30/2012	4973	0			1	15	5					0.00					
3/13/2012	4973	0			1	15	10					0.00					
6/7/2012	4973	0			1	15	7					0.00					
1/2/2007	4974	24974			1	10						27.00	water bill	St. Phillips Episcopal Church			
4/24/2007	4974	0			1	10						0.00					
7/17/2007	4974	0				0						40.50	water bill	St. Phillips Episcopal Church			
1/2/2007	4975	24975				0	8					0.00					
1/2/2007	4976	24976			1	10	2					0.00					
5/29/2008	4976	0			1	10	3					0.00					
9/15/2009	4976	0			1	10	7					0.00					
10/7/2009	4976	0			1	10	7					0.00					
12/9/2009	4976	0			1	10	6					0.00					
2/2/2010	4976	0			1	10	7					0.00					
4/21/2010	4976	0			1	10	6					0.00					
6/16/2010	4976	0			1	10	2					0.00					
9/14/2010	4976	0			3	25	7					0.00					
1/13/2011	4976	0			3	25	5					0.00					
7/13/2011	4976	0			3	25	4					0.00					
10/19/2011	4976	0			3	25	6					0.00					
4/23/2012	4976	0			3	25	9					0.00					
12/10/2013	4976	0				0	2	20	1			0.00					
1/14/2014	4976	0			3	25	2					0.00					
2/11/2014	4976	0			3	25	4					0.00					
4/2/2014	4976	0			3	25	3					0.00					
5/28/2014	4976	0			3	25	4					0.00					
6/24/2014	4976	0			3	25	2					0.00					
7/22/2014	4976	0			3	25	6					0.00					
1/2/2007	4977	24977			1	10	2					0.00					
11/6/2007	4977	0			1	10	1					0.00					
12/6/2007	4977	0			1	10						0.00					
1/2/2007	4978	24978				0	6					0.00					
2/19/2008	4978	0				0	6					0.00					
1/3/2007	4979	24979				0	3			1		0.00					
6/7/2007	4979	0				0	4			1		0.00					
6/13/2007	4979	0				0	4					0.00					
6/27/2007	4979	0				0	3					0.00					
7/17/2007	4979	0				0	6					0.00					
8/15/2007	4979	0				0	6					0.00					
9/19/2007	4979	0				0	1					0.00					
1/8/2007	4980	24980			4	25						0.00					
5/8/2007	4980	0			5	30	6					0.00					
1/9/2007	4981	24981				0	9	12				0.00					
1/9/2007	4982	24982				0	1					0.00					
1/9/2007	4984	24984			1	10	7					0.00					
2/13/2007	4984	24984			1	10	8					0.00					
3/27/2007	4984	24984			1	10	12					0.00					
5/1/2007	4984	0			1	10	5					0.00					
6/7/2007	4984	0			1	10	19					0.00					
1/10/2007	4985	24985				0	7			1		0.00					
1/9/2007	4986	24986				0				1		0.00					
1/24/2007	4986	24986				0	1					0.00					
1/9/2007	4987	24987				0	7			2		0.00					
1/17/2007	4987	24987				0	8					0.00					
1/9/2007	4988	24988			4	25		12				125.00	Duke Energy	St. Phillips Epsicopal Church			
6/30/2011	4988	0			3	25	0					0.00					
1/17/2007	4989	24989				0	4					0.00					
1/24/2007	4989	24989				0	2					0.00					
2/7/2007	4989	24989				0	7					0.00					
2/28/2007	4989	24989				0	3					0.00					
1/17/2007	4990	24990				0	3					0.00					
3/19/2007	4990	24990			1	10						0.00					
5/24/2007	4990	0			2	15	7					0.00					
7/26/2007	4990	0			1	10	1					0.00					
12/18/2007	4990	0			1	10	11					0.00					
1/17/2007	4991	24991				0	6					0.00					
1/17/2007	4992	24992				0	1					0.00					
1/17/2007	4994	24994			3	20	6					0.00					
1/17/2007	4995	24995				0	6					0.00					
2/14/2007	4995	24995				0	4			1		0.00					
3/7/2007	4995	24995				0	4					0.00					
3/21/2007	4995	24995				0	2					0.00					
1/17/2007	4996	24996				0	6					0.00					
1/17/2007	4997	24997				0	10					0.00					
3/14/2007	4997	24997				0	7					0.00					
3/21/2007	4997	24997				0	2			1		0.00					
1/17/2007	4998	24998				0	10					0.00					
1/24/2007	4998	24998				0	14			1		0.00					
2/7/2007	4998	24998				0	6					0.00					
2/14/2007	4998	24998				0	10			1		0.00					
2/21/2007	4998	24998				0	6					0.00					
2/28/2007	4998	24998				0	4					0.00					
3/7/2007	4998	24998				0	10					0.00					
3/14/2007	4998	24998				0	15					0.00					
3/21/2007	4998	24998				0	7					0.00					
1/17/2007	4999	24999				0	8					0.00					
1/17/2007	5000	25000				0	16					0.00					
2/14/2007	5001	25001				0	35			1		0.00					
1/22/2007	5002	25002			2	15						0.00					
3/5/2007	5002	25002			2	15						0.00					
5/31/2007	5002	0			2	15						0.00					
1/23/2007	5003	25003			4	25	4					0.00					
2/26/2007	5003	25003			4	25						0.00					
5/31/2007	5003	0			4	25						0.00					
7/24/2007	5003	0			4	25						0.00					
9/27/2007	5003	0			4	25						0.00					
10/30/2007	5003	0			4	25	3					0.00					
12/27/2007	5003	0			4	25	6					0.00					
6/12/2008	5003	0			4	25	10					0.00					
1/27/2009	5003	0			4	25	12					0.00					
2/26/2009	5003	0			4	25	3					0.00					
1/23/2007	5004	25004				0	8					0.00					
4/10/2007	5004	0				0	7					0.00					
1/23/2007	5006	25006			3	20	16					0.00					
4/14/2009	5006	0			4	25	24					0.00					
12/10/2009	5006	0				0	30					0.00					
1/29/2007	5007	25007				0	3			1		0.00					
10/10/2007	5007	0				0	2					0.00					
1/27/2009	5007	0				0	6			1		0.00					
3/2/2009	5007	0				0	1					0.00					
5/26/2009	5007	0			1	10	2					0.00					
2/9/2010	5007	0			1	10	5					0.00					
10/19/2010	5007	0			1	15	1					0.00					
4/18/2011	5007	0			1	15	3					0.00					
7/26/2011	5007	0			1	15	1					0.00					
1/24/2007	5008	25008				0	12			1		0.00					
1/31/2007	5008	25008				0	8					0.00					
2/7/2007	5008	25008				0	18					0.00					
2/28/2007	5008	25008				0	9					0.00					
3/7/2007	5008	25008				0	4					0.00					
3/21/2007	5008	25008				0	8					0.00					
1/24/2007	5009	25009				0	5			1		0.00					
1/25/2007	5011	25011				0	13					0.00					
12/27/2007	5011	0				0	18					0.00					
2/28/2008	5011	0				0	11					0.00					
5/22/2008	5011	0				0	13					0.00					
1/25/2007	5013	25013			4	25						0.00					
1/25/2007	5014	25014				0	8					0.00					
1/25/2007	5015	25015			2	15		12				0.00					
1/30/2007	5017	25017			2	15	4					0.00					
5/17/2007	5017	0			2	15	5					0.00					
7/22/2010	5017	0			5	45	14					0.00					
10/6/2010	5017	0			5	45	25					0.00					
1/30/2007	5018	25018				0	3					0.00					
1/30/2007	5019	25019				0	4					0.00					
8/23/2012	5019	0			2	20	3					0.00					
9/18/2013	5019	0				0	2					0.00					
1/31/2007	5021	25021				0	7					0.00					
1/31/2007	5022	25022				0	2					0.00					
2/14/2007	5022	25022				0	5			1		0.00					
2/5/2007	5023	25023				0	12					0.00					
2/5/2007	5024	25024			1	10						0.00					
3/6/2007	5024	25024			1	10						0.00					
4/5/2007	5024	0			1	10						0.00					
7/5/2007	5024	0			1	10						0.00					
7/17/2007	5024	0					3					0.00					
11/20/2007	5024	0			1	10	7					0.00					
2/6/2007	5026	25026				0	4					0.00					
3/8/2007	5026	25026			1	10	5					0.00					
4/19/2007	5026	0			1	10	13					0.00					
2/7/2007	5028	25028				0	5					0.00					
2/14/2007	5028	25028				0	3			1		0.00					
2/21/2007	5028	25028				0	3					0.00					
2/28/2007	5028	25028				0	3					0.00					
3/7/2007	5028	25028				0	2					0.00					
3/14/2007	5028	25028				0	2					0.00					
3/21/2007	5028	25028				0	3					0.00					
4/1/2013	5029	0				0	6					0.00					
5/24/2013	5029	0				0	10					0.00					
6/17/2013	5029	0				0	25					0.00					
7/1/2013	5029	0				0	13					0.00					
7/8/2013	5029	0				0						0.00					
8/1/2013	5029	0			1	15	7					0.00					
9/12/2013	5029	0			3	25	7					0.00					
10/31/2013	5029	0			1	15	10					0.00					
11/25/2013	5029	0			3	25	15					0.00					
12/9/2013	5029	0				0	10					0.00					
2/6/2014	5029	0			1	15	10					0.00					
4/7/2014	5029	0			3	25	25					0.00					
5/14/2014	5029	0			3	25	25					0.00					
8/20/2014	5029	0			3	25	20					0.00					
10/2/2014	5029	0			2	20	15					0.00					
8/11/2015	5029	0			4	30	25					0.00					
2/20/2017	5029	0			4	30	25					0.00					
6/28/2017	5029	0			4	30	20					0.00					
6/30/2017	5029	0			4	30	14					0.00					
10/2/2008	5034	0				0	2					0.00					
2/14/2007	5035	25035				0	9			1		0.00					
2/14/2007	5036	25036				0	6			1		0.00					
2/14/2007	5037	25037				0	7			1		0.00					
2/14/2007	5038	25038				0	10			1		0.00					
2/14/2007	5039	25039				0	22			1		0.00					
2/21/2007	5039	25039				0	4					0.00					
3/16/2009	5039	0			2	15	12					0.00					
2/14/2007	5040	25040				0	16			1		0.00					
2/21/2007	5040	25040				0	6					0.00					
3/6/2007	5040	25040			2	15						0.00					
4/10/2007	5040	0			2	15	19					0.00					
5/21/2007	5040	0			2	15						0.00					
5/27/2008	5040	0			2	15	9					0.00					
1/12/2009	5040	0			2	15	16					0.00					
1/27/2009	5040	0			2	15	20	12		1		0.00					
5/18/2009	5040	0				0	12					0.00					
10/27/2009	5040	0			2	15	11					0.00					
2/14/2007	5041	25041				0	5			1		0.00					
2/21/2007	5041	25041				0	2					0.00					
2/28/2007	5041	25041				0	6					0.00					
3/7/2007	5041	25041				0	6					0.00					
4/4/2007	5041	0				0	3					0.00					
4/11/2007	5041	0				0	13					0.00					
2/14/2007	5042	25042				0	13			1		0.00					
2/20/2007	5042	25042				0	15					0.00					
2/14/2007	5043	25043				0	5			1		0.00					
2/21/2007	5043	25043				0	7					0.00					
2/28/2007	5043	25043				0	5					0.00					
3/21/2007	5043	25043				0	3					0.00					
3/28/2007	5043	25043				0	7					0.00					
9/24/2008	5043	0				0	4					0.00					
2/14/2007	5044	25044				0	5			1		0.00					
2/21/2007	5044	25044				0	3					0.00					
2/28/2007	5044	25044				0	6					0.00					
3/7/2007	5044	25044				0	7					0.00					
3/14/2007	5044	25044				0	6					0.00					
3/21/2007	5044	25044				0	4					0.00					
3/28/2007	5044	25044				0	3					0.00					
2/15/2007	5045	25045				0	4					0.00					
2/15/2007	5046	25046				0				1		0.00					
3/7/2007	5046	25046				0	4					0.00					
3/8/2007	5046	25046				0				1		0.00					
3/21/2007	5046	25046				0	0					0.00					
5/2/2007	5046	0				0	2					0.00					
5/9/2007	5046	0				0	1					0.00					
5/30/2007	5046	0				0	1					0.00					
9/23/2009	5046	0				0	0					0.00					
10/29/2009	5046	0			1	10						0.00					
10/17/2011	5046	0			1	15	6					0.00					
2/15/2007	5047	25047			7	45		24				114.76	Duke Energy	Mt Sylvan UMC			
3/15/2007	5047	25047			7	45		24				0.00					
2/15/2007	5048	25048				0	5					0.00					
1/29/2008	5048	0				0	5					0.00					
7/14/2011	5048	0			1	15	3					0.00					
9/27/2011	5048	0			1	15	8					0.00					
3/1/2012	5048	0			1	15	10					0.00					
4/26/2012	5048	0			1	15	10					0.00					
7/24/2012	5048	0			1	15	7					0.00					
1/22/2015	5048	0			1	15						0.00					
5/14/2015	5048	0			1	15	4					0.00					
7/16/2015	5048	0			1	15	1					0.00					
3/16/2016	5048	0			1	15	2					0.00					
4/20/2016	5048	0			1	15	4					0.00					
6/2/2016	5048	0			1	5	6					0.00					
7/26/2016	5048	0				0	4					0.00					
9/1/2016	5048	0			1	15	4					0.00					
9/27/2016	5048	0				0	7					0.00					
11/2/2016	5048	0			1	15	2					0.00					
11/21/2016	5048	0			1	15	2					0.00					
1/5/2017	5048	0				0	4					0.00					
2/13/2017	5048	0			1	15	4					0.00					
3/21/2017	5048	0			1	15	4					0.00					
4/11/2017	5048	0			1	15	4					0.00					
6/14/2017	5048	0			1	15	4					0.00					
7/11/2017	5048	0			1	15	4					0.00					
8/15/2017	5048	0			1	15	3					0.00					
10/10/2017	5048	0			1	18	4					0.00					
11/30/2017	5048	0			1	18	4					0.00					
1/23/2018	5048	0			1	18	4					0.00					
5/21/2018	5048	0			1	18	3					0.00					
2/27/2019	5048	0			1	18	3					0.00					
2/15/2007	5049	25049				0	8			1		0.00					
2/19/2007	5050	25050			1	10		12				0.00					
5/30/2007	5050	0			1	10						0.00					
7/5/2007	5050	0			1	10						0.00					
8/6/2007	5050	0			1	10						0.00					
9/25/2007	5050	0			1	10						0.00					
1/15/2008	5050	0			1	10	8					0.00					
6/2/2008	5050	0			1	10						0.00					
7/21/2008	5050	0			1	10						0.00					
10/13/2008	5050	0			1	10	11					0.00					
12/30/2008	5050	0			1	10	12					0.00					
4/9/2009	5050	0			1	10						0.00					
5/26/2009	5050	0			1	10						0.00					
8/20/2009	5050	0			1	10						0.00					
9/9/2010	5050	0			1	15	8					0.00					
11/29/2010	5050	0			3	25	7					0.00					
1/31/2011	5050	0			1	15	10					0.00					
8/24/2011	5050	0			1	15	5					0.00					
4/23/2012	5050	0			1	15	0					0.00					
10/9/2012	5050	0			1	15	0					0.00					
3/19/2013	5050	0			1	15	5					0.00					
5/15/2013	5050	0			1	15	10					0.00					
8/6/2013	5050	0			2	20	9					0.00					
12/16/2013	5050	0			2	20	12					0.00					
9/18/2014	5050	0			2	20	15					0.00					
11/10/2014	5050	0			3	25	25					0.00					
2/21/2007	5053	25053				0	7			1		0.00					
4/4/2007	5053	0				0	19					0.00					
4/25/2007	5053	0				0	17					0.00					
11/21/2007	5053	0				0	16					0.00					
12/19/2007	5053	0				0	13					0.00					
1/9/2008	5053	0				0	5					0.00					
1/16/2008	5053	0				0	8					0.00					
2/6/2008	5053	0				0	6					0.00					
2/13/2008	5053	0				0	11					0.00					
6/12/2008	5053	0				1	10					0.00					
7/17/2008	5053	0			1	10						0.00					
2/21/2007	5054	25054				0	7			1		0.00					
2/28/2007	5054	25054				0	3					0.00					
3/7/2007	5054	25054				0	5					0.00					
3/14/2007	5054	25054				0	8					0.00					
3/26/2007	5054	25054				0	7					0.00					
4/25/2007	5054	0				0	4					0.00					
5/2/2007	5054	0				0	2					0.00					
2/21/2007	5055	25055				0	2					0.00					
8/15/2007	5055	0				0	7					0.00					
2/21/2007	5056	25056				0	1			1		0.00					
2/20/2007	5057	25057				0	6					0.00					
2/20/2007	5058	25058				0	10					0.00					
2/20/2007	5059	25059			3	20						0.00					
5/3/2007	5059	0			3	20						0.00					
7/12/2007	5059	0			3	20						0.00					
9/6/2007	5059	0			3	20						0.00					
10/8/2007	5059	0			3	20						0.00					
11/15/2007	5059	0			3	20						0.00					
12/13/2007	5059	0			3	20	1					0.00					
2/22/2007	5060	25060			2	15	7					0.00					
3/6/2007	5060	25060			2	15	20					0.00					
5/7/2007	5060	0			1	10						0.00					
6/11/2007	5060	0				8						0.00					
6/14/2007	5060	0			3	20	19					0.00					
7/24/2007	5060	0			3	20						0.00					
2/19/2008	5060	0			3	20	17					0.00					
5/13/2008	5060	0			5	30						0.00					
1/15/2009	5060	0			4	25	17					0.00					
3/26/2009	5060	0			4	25	27					0.00					
5/5/2009	5060	0			4	25	11					0.00					
6/16/2009	5060	0			1	10	12					0.00					
7/16/2009	5060	0			4	25	19					0.00					
9/24/2009	5060	0			4	25	11					0.00					
4/28/2011	5060	0			5	45	17					0.00					
7/14/2011	5060	0			5	45	10					0.00					
2/22/2007	5061	25061			2	15	12					0.00					
2/22/2007	5062	25062			4	25	24					0.00					
2/22/2007	5063	25063			3	20	5					0.00					
2/26/2007	5064	25064				1	10					0.00					
2/28/2007	5066	25066				0	12			1		0.00					
3/21/2007	5066	25066				0	9					0.00					
4/25/2007	5066	0				0	7					0.00					
5/16/2007	5066	0				0	23					0.00					
8/8/2007	5066	0				0	6					0.00					
4/29/2009	5066	0			3	20	6			1		0.00					
7/29/2009	5066	0			1	10	7					0.00					
2/28/2007	5067	25067				0	6			1		0.00					
3/21/2007	5067	25067				0	3					0.00					
4/4/2007	5067	0				0	8					0.00					
4/11/2007	5067	0				0	6					0.00					
4/18/2007	5067	0				0	4					0.00					
6/20/2007	5067	0				0	6					0.00					
2/28/2007	5068	25068				0	10			1		0.00					
4/29/2009	5068	0				0	11					0.00					
5/31/2012	5068	0			3	25	10					0.00					
8/29/2012	5068	0			2	20	5					0.00					
5/21/2018	5068	0			3	28	19					0.00					
11/15/2018	5068	0				0	3					0.00					
3/6/2019	5068	0				0	5					0.00					
4/9/2019	5068	0				0	4					0.00					
6/20/2019	5068	0				0	5					0.00					
7/9/2019	5068	0				0	6					0.00					
2/28/2007	5069	25069				0	17			1		0.00					
2/28/2007	5070	25070				0	12			1		0.00					
3/1/2007	5071	25071				0	10			1		0.00					
3/28/2007	5071	25071				0	6					0.00					
4/1/2008	5071	0				0	5					0.00					
3/16/2009	5071	0				0	3					0.00					
4/16/2009	5071	0				0	3					0.00					
9/2/2009	5071	0				0	1					0.00					
10/26/2009	5071	0			1	10	1					0.00					
11/23/2009	5071	0			1	10	6					0.00					
12/2/2009	5071	0				0	10					0.00					
12/16/2009	5071	0				0	1					0.00					
12/23/2009	5071	0			1	10	3					0.00					
3/1/2007	5072	25072				0	7					0.00					
3/1/2007	5073	25073			1	10						0.00					
3/1/2007	5074	25074			5	30						0.00					
6/1/2009	5074	0			4	25	4					0.00					
7/27/2009	5074	0				0	0					0.00					
3/1/2007	5075	25075			2	15	26					0.00					
4/3/2007	5075	0				0	10					0.00					
3/1/2007	5076	25076				0	10					0.00					
9/17/2007	5077	0			1	10						0.00					
11/19/2007	5077	0			1	10						0.00					
3/5/2007	5079	25079			3	20						0.00					
3/6/2007	5080	25080				0	5					0.00					
3/14/2007	5080	25080				0	3					0.00					
3/21/2007	5080	25080				0	2					0.00					
4/4/2007	5080	0				0	1					0.00					
4/11/2007	5080	0				0	1					0.00					
5/2/2007	5080	0				0	4					0.00					
5/9/2007	5080	0				30				1		0.00					
6/27/2007	5080	0				0						0.00					
8/22/2007	5080	0				0	4					0.00					
9/5/2007	5080	0				0	1					0.00					
4/22/2008	5080	0				0	2					0.00					
6/17/2008	5080	0			1	10						0.00					
7/22/2008	5080	0			1	10	7					0.00					
1/12/2009	5080	0			1	10	4					0.00					
6/23/2009	5080	0			1	15	7					0.00					
8/5/2009	5080	0			2	15	3					0.00					
8/31/2009	5080	0			1	10	4					0.00					
9/23/2009	5080	0			4	25						0.00					
11/5/2009	5080	0			1	10	2					0.00					
12/1/2009	5080	0			2	15	4					0.00					
1/20/2010	5080	0			2	15	4					0.00					
3/4/2010	5080	0			2	15	1					0.00					
4/5/2010	5080	0			2	15	4					0.00					
5/4/2010	5080	0				0	5					0.00					
6/7/2010	5080	0				0	5					0.00					
8/23/2010	5080	0				0	4					0.00					
10/6/2010	5080	0			2	20	6					0.00					
11/2/2010	5080	0			2	20						0.00					
12/6/2010	5080	0				0	4					0.00					
2/16/2011	5080	0				0	4					0.00					
2/28/2011	5080	0			1	15	4					0.00					
4/6/2011	5080	0				0	5					0.00					
5/9/2011	5080	0				0	2					0.00					
6/2/2011	5080	0			1	15	5					0.00					
8/4/2011	5080	0			1	15	7			1		0.00					
